symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
BXP,31/12/20,USD,1133227000,23599000,None,-8714000,16536000,717336000,736138000,-4275000,None,631932000,-1039956000,-1311442000,1346388000,None,None,None,683753000,683753000,None,None,1695996000,None,24214000,None,-1218171000,None,872727000,22858190000,1732057000,1668742000,1668742000,None,None,11098891000,8740465000,None,24064000,24064000,None,19187471000,1310478000,39457000,84427000,18458892000,14511681000,613634000,None,None,None,45000000,13904944000,438205000,13047758000,None,None,2931986000,277370000,850289000,5996083000,2722000,-509653000,1557000,155718825,1694075000,2765686000,1071611000,1017208000,875681000,133112000,None,199412000,None,-431717000,5953000,431717000,618982000,545086000,None,683751000,1018691000,None,431717000,795832000,871172000,875681000,1559432000,Common Stock,Boston Properties Inc,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C.",1037540,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"800 BOYLSTON STREET, SUITE 1900, BOSTON, MA, US",December,31/12/21,19327044000,1653233000,38.95,21.02,37.27,3.92,0.0318,3.17,18.34,0.176,0.334,0.0264,0.0772,2863307000,1824122000,3.17,21.71,0.117,127.26,38.95,42.19,6.75,3.252,11.03,17.98,1.165,128,95.85,117.63,115.82,156545000,28/1/22,30/12/21
BSX,31/12/21,USD,1870000000,727000000,None,408000000,759000000,1093000000,554000000,279000000,346000000,1041000000,-1597000000,-95000000,0,0,0,None,55000000,55000000,None,0,None,None,110000000,None,178000000,None,1041000000,32229000000,6317000000,1925000000,1935000000,1610000000,1778000000,26662000000,2252000000,3273000000,18109000000,6121000000,11988000000,412000000,259000000,10000000,799000000,1410000000,18919000000,4274000000,794000000,692000000,261000000,-8543000000,11723000000,None,None,None,None,261000000,783000000,2220000000,16623000000,2251000000,-1392000000,17000000,1425300000,8177000000,11625000000,9270000000,3711000000,1199000000,4359000000,1204000000,6978000000,None,-341000000,-341000000,341000000,11966000000,218000000,352000000,741000000,1077000000,36000000,341000000,1040000000,1096000000,1199000000,2159000000,Common Stock,Boston Scientific Corporation,"Boston Scientific Corporation, doing business as Boston Scientific, is a manufacturer of medical devices used in interventional medical specialties, including interventional radiology, interventional cardiology, peripheral interventions, neuromodulation, neurovascular intervention, electrophysiology, cardiac surgery, vascular surgery, endoscopy, oncology, urology and gynecology.",885725,NYSE,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"300 BOSTON SCIENTIFIC WAY, MARLBOROUGH, MA, US",December,31/12/21,64345072000,3038666000,65.36,1.673,11.55,0,0,0.69,8.36,0.0876,0.166,0.0394,0.0655,11888000000,8272000000,0.69,-0.591,0.154,49.81,65.36,24.15,5.41,3.683,5.73,31.58,0.852,46.29,37.13,42.9,43.06,1426720000,None,None
BMY,31/12/21,USD,16207000000,1888000000,None,45000000,1041000000,10686000000,1273000000,1054000000,-13000000,7014000000,-538000000,-16224000000,-160000000,6287000000,6287000000,None,4396000000,4396000000,None,None,0,None,-6287000000,None,-555000000,None,6994000000,1.09314E+11,33262000000,13979000000,18985000000,2095000000,9369000000,79060000000,6049000000,4033000000,63029000000,42527000000,20502000000,6846000000,666000000,5006000000,4832000000,5535000000,73308000000,21868000000,2949000000,326000000,4948000000,4948000000,58774000000,1043000000,44369000000,4764000000,39605000000,49317000000,13971000000,7334000000,35946000000,31259000000,23820000000,292000000,2203000000,15376000000,46385000000,31009000000,9940000000,-17133000000,7690000000,11354000000,32509000000,39000000,-1334000000,-550000000,1334000000,821000000,720000000,559000000,10239000000,8078000000,1084000000,1615000000,7014000000,7565000000,9412000000,19651000000,Common Stock,Bristol-Myers Squibb Company,"Bristol Myers Squibb (BMS) is an American multinational pharmaceutical company, headquartered in New York City. Bristol Myers Squibb manufactures prescription pharmaceuticals and biologics in several therapeutic areas, including cancer, AIDS, cardiovascular disease, diabetes, hepatitis, rheumatoid arthritis and psychiatric disorders.",14272,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"430 E. 29TH STREET, 14 FLOOR, NEW YORK, NY, US",December,31/12/21,1.49964E+11,20579000000,22.05,2.309,16.52,2.01,0.0322,3.12,20.89,0.151,0.212,0.0539,0.19,46385000000,37048000000,3.12,-0.159,0.083,72.92,22.05,8.66,3.233,4.096,3.786,8.73,0.586,69.32,52.76,64.17,63.42,2179710000,1/2/22,6/1/22
AVGO,31/10/21,USD,13764000000,1705000000,None,429000000,84000000,651000000,443000000,-210000000,294000000,6736000000,-245000000,-8974000000,None,0,0,None,6212000000,5913000000,299000000,170000000,9904000000,None,170000000,None,4545000000,None,6736000000,75570000000,16586000000,12163000000,12163000000,1297000000,2071000000,59627000000,2348000000,3196000000,54824000000,11374000000,43450000000,None,None,None,1055000000,1812000000,50581000000,6281000000,1086000000,6370000000,316000000,290000000,46252000000,39000000,39665000000,290000000,39440000000,39665000000,3839000000,4860000000,24989000000,None,748000000,0,413000000,16844000000,27450000000,10606000000,10606000000,8519000000,1347000000,4854000000,8325000000,None,-1885000000,16000000,1885000000,27252000000,131000000,539000000,16000000,6765000000,29000000,2083000000,6736000000,6728000000,8519000000,8666000000,Common Stock,Broadcom Inc,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, and storage and industrial markets.",1730168,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1320 RIDDER PARK DRIVE, SAN JOSE, CA, US",October,31/10/21,2.40857E+11,14724000000,39.2,1.098,60.44,14.9,0.0283,15,66.95,0.245,0.316,0.0716,0.276,27449999000,20288000000,15,0.521,0.145,677.67,39.2,17.64,8.77,9.59,9.73,18.18,1.031,677.76,407.17,605.91,525.37,409613000,31/12/21,21/12/21
BR,30/6/21,USD,640100000,89600000,None,240700000,526500000,186800000,100700000,42400000,None,604900000,-2653700000,1797800000,None,21500000,21500000,None,261700000,261700000,None,None,4325000000,None,13800000,None,-215800000,None,547500000,8119800000,1261300000,274500000,275200000,23200000,-9300000,8226700000,177200000,None,5145100000,1425000000,3720100000,121300000,194000000,700000,166400000,762500000,6310600000,1288000000,248900000,765000000,None,40200000,5511200000,303300000,3887600000,0,3887600000,3887600000,758100000,537200000,1809100000,2030900000,2583800000,1600000,116100000,1423000000,4936200000,4533300000,3570800000,678700000,744300000,None,962500000,2200000,-57500000,2200000,57500000,4993700000,72700000,None,186800000,696200000,148700000,57500000,604900000,657200000,678700000,940500000,Common Stock,Broadridge Financial Solutions Inc,"Broadridge Financial Solutions is a public corporate services company founded in 2007 as a spin-off from Automatic Data Processing. The main business of Broadridge is as a service provider supplying public companies with proxy statements, annual reports and other financial documents, and shareholder communications solutions, such as virtual annual meetings.",1383312,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1981 MARCUS AVENUE, LAKE SUCCESS, NY, US",June,31/12/21,17311597000,1116900000,32.44,1.795,14.97,2.43,0.0173,4.57,46.27,0.101,0.129,0.0667,0.339,5373900000,1422900000,4.57,-0.167,0.194,180,32.44,21.98,3.221,9.51,3.869,19.68,0.94,185.4,135.88,161.54,167.57,116773000,5/4/22,14/3/22
BRO,31/12/21,USD,942469000,265065000,None,18878000,87990000,152902000,45045000,-34244000,None,587104000,-396680000,-343879000,None,82564000,82564000,None,107229000,107000000,None,None,None,None,-48538000,None,201910000,None,587104000,9795443000,3330284000,887009000,899900000,None,None,6434189000,212033000,196390000,5818293000,1081465000,4736828000,30970000,31000000,12891000,175621000,206828000,5598550000,2667366000,206370000,67450000,42500000,42500000,2931184000,180000000,2022937000,42500000,1980437000,2022937000,2461000000,383977000,4196893000,673902000,4000681000,30099000,282496000,3045162000,3051398000,6236000,1636900000,756587000,2080297000,None,2288575000,None,-64981000,None,64981000,18000,None,33309000,119000000,762823000,175719000,64981000,587104000,577695000,827804000,881000000,Common Stock,Brown & Brown Inc,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, Bermuda, Canada, the Cayman Islands, Ireland, and the United Kingdom. The company is headquartered in Daytona Beach, Florida.",79282,NYSE,USD,USA,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE","220 S. RIDGEWOOD AVE., DAYTONA BEACH, FL, US",December,31/12/21,19093903000,1010400000,32.65,4.41,14.86,0.38,0.0064,2.07,10.81,0.193,0.281,0.0571,0.148,3050300000,1413400000,2.07,0.062,0.152,71.13,32.65,28.17,6.26,4.452,6.56,20.38,0.747,70.5,44.25,66.99,59.96,282496000,16/2/22,3/2/22
CHRW,31/12/21,USD,94955000,364038000,None,798212000,1849092000,65284000,70922000,1547545000,None,844245000,-85672000,7573000,524749000,581756000,581756000,None,277321000,277321000,None,None,0,None,-511087000,None,16856000,None,844245000,7028112000,4804153000,257413000,257413000,None,3963487000,2223959000,139831000,302281000,1574360000,89606000,1484754000,None,None,None,129593000,92309000,5006178000,3326342000,1813473000,None,525000000,591311000,1679836000,307680000,1918649000,525000000,1393649000,1918649000,815730000,315000,2021934000,3540340000,4936861000,12919000,129186000,20810921000,23102138000,2291217000,21493659000,1082108000,656348000,None,757012000,None,-59817000,None,59817000,23102138000,None,39790000,91259000,1022291000,178046000,None,844245000,829109000,1082108000,1173367000,Common Stock,C.H. Robinson Worldwide Inc,"C.H. Robinson is an American Fortune 500 provider of multimodal transportation services and third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation.",1043277,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,"14701 CHARLSON ROAD, EDEN PRAIRIE, MN, US",December,31/12/21,12581442000,1173367000,15.34,2.288,15.51,2.08,0.0238,6.31,174.38,0.0365,0.0468,0.111,0.433,23102138000,1608479000,6.31,0.607,0.429,103.48,15.34,14.41,0.545,5.91,0.603,11.87,0.753,112.15,83.73,100.97,95.45,129987000,1/4/22,3/3/22
CDNS,31/12/21,USD,1100958000,73636000,None,83555000,80502000,142308000,66881000,2014000,39027000,695955000,-292954000,-643792000,None,612297000,0,None,None,None,None,87772000,None,None,0,None,160508000,-3704000,695955000,4386299000,1715769000,1088940000,1094896000,115721000,337596000,2730192000,305911000,732566000,1161623000,233265000,928358000,125900000,125900000,5956000,173512000,181601000,1645624000,971225000,None,655090000,None,None,674399000,107121000,345176000,None,347588000,345176000,417283000,225663000,2740675000,2740003000,3046288000,2467701000,276796000,2152103000,2967551000,815448000,47576000,779089000,749280000,1134277000,1902674000,2634000,-16980000,2634000,16980000,2985455000,6326000,71200000,19640000,768435000,72480000,16980000,695955000,680069000,785415000,805055000,Common Stock,Cadence Design Systems Inc,"Cadence Design Systems, Inc., headquartered in San Jose, California, is an American multinational computational software company. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards.",813672,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2655 SEELY AVENUE BLDG 5, SAN JOSE, CA, US",December,31/12/21,42412990000,920349000,61.17,3.425,9.9,0,0,2.5,10.93,0.233,0.26,0.117,0.266,2988244000,2681238000,2.5,0.033,0.017,184.14,61.17,38.02,14.19,14.24,12.32,40.18,1.154,192.7,118.11,161.05,155.22,277336000,None,None
CZR,31/12/21,USD,1572000000,2019000000,44000000,499000000,202000000,1126000000,520000000,135000000,None,-1016000000,-2923000000,-550000000,None,None,None,None,None,None,None,3000000,1308000000,None,0,None,-2812000000,None,-1019000000,38031000000,5964000000,1070000000,1070000000,42000000,472000000,18491000000,None,None,15996000000,4920000000,11076000000,158000000,158000000,319000000,4061000000,1312000000,33490000000,5297000000,254000000,614000000,70000000,None,28962000000,12424000000,14323000000,70000000,13722000000,14323000000,308000000,936000000,4480000000,23000000,-2410000000,0,213779848,3204000000,7105000000,3901000000,1140000000,1460000000,2300000000,None,3709000000,None,-2295000000,None,2295000000,9355000000,-198000000,987000000,1126000000,-1302000000,-283000000,2531000000,-989000000,-1017000000,993000000,2119000000,Common Stock,Caesars Entertainment Inc,"Caesars Entertainment, Inc., formerly Eldorado Resorts, Inc., is an American hotel and casino entertainment company founded and based in Reno, Nevada, that operates more than 50 properties.",1590895,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,"100 WEST LIBERTY STREET, SUITE 1150, RENO, NV, US",December,31/12/21,18134077000,2828666000,None,1.16,22.85,0,0,-4.832,45.35,-0.106,0.178,0.0236,-0.198,9570000000,4923000000,-4.832,0,0.74,117.29,-,31.45,1.895,3.44,4.46,19.83,2.936,119.81,68,83.98,97.08,214123000,None,None
CPB,1/8/21,USD,1035000000,None,None,None,None,317000000,275000000,None,77000000,1002000000,-158000000,-1669000000,None,36000000,None,None,439000000,439000000,None,None,None,None,-36000000,None,None,2000000,1002000000,11734000000,1695000000,69000000,69000000,933000000,595000000,10039000000,2370000000,3119000000,7220000000,3239000000,3981000000,57000000,None,None,98000000,449000000,8580000000,1814000000,1070000000,None,48000000,102000000,6766000000,264000000,5010000000,0,None,5058000000,642000000,705000000,3152000000,1021000000,3742000000,12000000,303000000,2811000000,8476000000,5665000000,5665000000,1545000000,560000000,84000000,1503000000,None,-209000000,-209000000,210000000,None,254000000,275000000,317000000,1330000000,328000000,None,1008000000,1017000000,1540000000,1857000000,Common Stock,Campbell Soup Company,"Campbell Soup Company, doing business as Campbell's, is an American processed food and snack company.",16732,NYSE,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"CAMPBELL PL, CAMDEN, NJ, US",July,31/10/21,13635539000,1809000000,14.48,5.41,10.71,1.48,0.0331,3.121,27.63,0.114,0.177,0.0763,0.32,8372000000,2814000000,3.121,-0.157,-0.044,45.91,14.48,16.05,1.629,4.193,2.215,10.39,0.483,50.55,39.37,44.13,43.75,301738000,31/1/22,5/1/22
COF,31/12/20,USD,12310000000,5038000000,None,1523000000,4115000000,804000000,698000000,-17000000,None,12394000000,-31501000000,474000000,None,7605000000,7605000000,None,1422000000,1148000000,274000000,253000000,6232000000,2052000000,-5245000000,None,-18717000000,None,2714000000,4.21602E+11,43219000000,40509000000,40509000000,42000000,None,24915000000,4287000000,4706000000,14743000000,90000000,14653000000,3.54336E+11,1.03155E+11,1.00445E+11,4443000000,-1.00445E+11,3.61398E+11,668000000,None,None,668000000,668000000,41371000000,75000000,39796000000,None,None,40464000000,40539000000,15733000000,60204000000,16865000000,40088000000,7000000,458972202,3203000000,28523000000,25320000000,None,-7114000000,5504000000,None,10317000000,None,22913000000,26033000000,3120000000,5610000000,None,809000000,3501000000,3200000000,486000000,3120000000,2717000000,5060000000,6320000000,9821000000,Common Stock,Capital One Financial Corporation,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia with operations primarily in the United States.",927628,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1680 CAPITAL ONE DRIVE, SUITE 1400, MCLEAN, VA, US",December,31/12/21,63570899000,None,5.7,0.729,135.74,2,0.0162,26.94,73.17,0.383,0.489,0.029,0.204,32379001000,32379000000,26.94,0.007,0.094,183.99,5.7,7.76,1.963,1.044,-,-,1.596,176.59,118.67,150.57,157.69,413900000,25/2/22,11/2/22
CAH,30/6/21,USD,2429000000,389000000,None,2325000000,2488000000,783000000,400000000,904000000,1584000000,612000000,-378000000,-1317000000,0,200000000,200000000,None,573000000,573000000,None,None,None,None,-200000000,None,745000000,11000000,611000000,44453000000,31048000000,3407000000,3407000000,14594000000,9103000000,13405000000,2360000000,3228000000,10094000000,2105000000,7989000000,None,None,None,2843000000,951000000,42662000000,27624000000,23700000000,None,871000000,871000000,5365000000,45000000,6207000000,852000000,None,6200000000,3053000000,None,1791000000,2186000000,1205000000,2806000000,289000000,6778000000,1.62467E+11,1.55689E+11,1.55689E+11,472000000,4533000000,None,6285000000,None,-180000000,-182000000,180000000,-14000000,47000000,377000000,444000000,322000000,-289000000,194000000,612000000,681000000,502000000,946000000,Common Stock,Cardinal Health Inc,"Cardinal Health, Inc. is an American multinational health care services company.",721371,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","7000 CARDINAL PLACE, DUBLIN, OH, US",June,31/12/21,15016706000,2564000000,28.17,0.597,3.603,1.958,0.0367,1.924,596.82,0.0032,0.0108,0.0262,0.373,1.71286E+11,6975000000,1.924,-0.92,0.094,56.31,28.17,10.14,0.0877,15.04,0.102,21.03,0.96,60.77,45.42,51.97,52.74,277061000,15/4/22,31/3/22
KMX,28/2/21,USD,667760000,313027000,None,41619000,680575000,242156000,164536000,344345000,323318000,746919000,-128183000,-424020000,-40000,229938000,229938000,None,None,None,None,None,None,None,-86790000,None,115557000,None,746919000,21541541000,4116796000,132319000,46900000,3157159000,13693770000,4213692000,3055563000,1414264000,653000,None,653000,13871249000,13489819000,None,91833000,282797000,17176928000,1698548000,799333000,None,452579000,478467000,2398550000,120094000,14619919000,9927000,1322415000,15098386000,415683000,434843000,4364613000,None,2887897000,81586000,163172333,2379125000,18950149000,16571024000,102200000,415788000,1898775000,None,1961928000,None,827900000,914078000,86178000,18951509000,-2200000,195300000,8362000,965257000,218338000,86178000,746919000,778299000,1051435000,1059797000,Common Stock,CarMax Inc,CarMax is a used vehicle retailer based in the United States. It operates two business segments: CarMax Sales Operations and CarMax Auto Finance.,1170010,NYSE,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"12800 TUCKAHOE CREEK PARKWAY, RICHMOND, VA, US",February,30/11/21,17356347000,1884608000,14.79,0.825,31.57,0,0,7.26,188.22,0.0392,0.053,0.0436,0.26,30633273000,2941935000,7.26,0.148,0.618,141.85,14.79,14.37,0.567,3.343,1.212,16.52,1.487,155.98,96.39,116.86,128.69,161680000,None,None
